1948,4,CollgCr,195000
2224,4,NridgHt,350000
2002,4,Crawfor,145000
1993,4,NWAmes,190000
1861,3,CollgCr,200000
1041,3,NAmes,124500
986,2,BrkSide,102000
1405,2,NridgHt,171750
1226,3,CollgCr,198900
838,2,BrkSide,130000
864,2,Edwards,58500
1006,3,Sawyer,80000
1842,0,Veenker,385000
1710,2,NridgHt,372402
2263,4,NoRidge,258000
2290,4,OldTown,122500
1100,3,NAmes,141000
2117,4,NAmes,237500
960,3,Edwards,112000
1774,2,OldTown,129900
1082,2,NAmes,119200
1122,2,OldTown,147000
1338,2,StoneBr,213500
1756,3,Timber,204000
1302,3,NAmes,158000
951,2,IDOTRR,106500
987,2,BrDale,83000
1090,2,Edwards,157000
1604,3,Edwards,117000
1512,2,Somerst,168500
1577,3,BrkSide,140200
2167,3,Veenker,294000
1212,3,Sawyer,151000
969,3,CollgCr,122000
1072,2,Edwards,148000
1518,1,NridgHt,274000
1188,3,Mitchel,157900
1958,3,Somerst,250000
1069,2,NPkVill,140000
1788,3,CollgCr,236500
2414,3,OldTown,160000
720,2,BrkSide,72500
1261,3,NAmes,163000
875,2,BrkSide,105000
672,2,Sawyer,108000
980,4,Edwards,127500
1214,3,OldTown,105000
1486,3,Edwards,167000
1660,3,Crawfor,188700
1217,3,Mitchel,173000
1564,3,Crawfor,174500
1490,3,Gilbert,184000
3194,4,Crawfor,359100
1501,3,CollgCr,204000
1320,3,Gilbert,162000
2612,4,NoRidge,336000
3112,4,NAmes,235000
2230,5,SWISU,118500
2022,4,ClearCr,192000
2263,3,NWAmes,235000
1632,3,Gilbert,176500
1288,1,Veenker,245500
1080,3,NAmes,136000
1700,3,CollgCr,200000
1310,2,OldTown,112000
1067,2,Sawyer,128000
1928,4,OldTown,137000
2784,5,NWAmes,250000
2097,3,CollgCr,274300
816,2,IDOTRR,120500
1953,3,ClearCr,240000
1659,2,StoneBr,278000
1779,3,Sawyer,170000
1248,2,Blmngtn,167240
1929,3,Somerst,226000
1262,3,Veenker,181500
2696,4,CollgCr,383970
894,3,Sawyer,138500
1912,3,OldTown,163000
965,3,SawyerW,119900
1824,4,Mitchel,139000
1787,3,CollgCr,275000
1440,4,Edwards,118000
1252,3,NAmes,119000
1987,2,NoRidge,301500
1181,3,Edwards,137500
1792,3,Gilbert,186500
864,2,Edwards,99900
1128,3,NAmes,155000
1959,3,Somerst,270000
1839,4,NAmes,155000
904,3,Sawyer,109900
1040,3,CollgCr,150500
918,2,SawyerW,99500
1520,3,NAmes,153000
1411,3,NWAmes,82500
2058,3,OldTown,129500
2201,4,Edwards,274970
1656,3,Edwards,165400
1494,3,SawyerW,215000
1564,3,SawyerW,171000
981,3,NAmes,143250
1502,3,Crawfor,165000
1092,2,NAmes,141000
1520,3,SWISU,159434
1320,3,Sawyer,164500
1836,3,NridgHt,280000
1889,4,OldTown,122000
1130,2,OldTown,120000
2398,3,NoRidge,315750
1991,3,Crawfor,220000
1838,2,Timber,315000
1352,4,Sawyer,158000
1720,3,NoRidge,260400
1716,4,NAmes,171000
999,3,Sawyer,132500
1470,3,Gilbert,185000
1132,2,Edwards,176000
1674,4,Edwards,185000
1337,2,NAmes,181000
1349,3,SawyerW,179000
1148,3,NAmes,132500
1683,3,Sawyer,172500
1344,3,MeadowV,97000
1696,3,Sawyer,143900
882,3,NAmes,106500
1895,3,Gilbert,194500
894,2,NAmes,109500
1812,4,NAmes,169500
1714,3,NWAmes,196500
1114,3,SawyerW,155000
1689,3,Somerst,248328
1376,3,NAmes,105000
2704,4,NAmes,345000
1872,3,CollgCr,261500
858,2,BrkSide,116500
864,3,NAmes,120500
1668,3,CollgCr,285000
835,2,Edwards,83000
1128,2,NAmes,118000
1639,3,SWISU,115000
1214,2,Edwards,140000
1556,4,NWAmes,154000
1364,2,NridgHt,185850
2236,4,Gilbert,222000
1004,2,Mitchel,135000
1121,2,Edwards,140000
1721,3,Sawyer,180000
1316,3,CollgCr,200141
1324,3,NAmes,160000
1360,1,StoneBr,187500
1194,3,NAmes,148000
1856,1,StoneBr,394432
900,3,Sawyer,122000
1134,3,Edwards,126000
1961,3,Mitchel,215000
816,2,Mitchel,138000
894,3,Sawyer,129000
1092,3,MeadowV,83500
1094,3,Edwards,155000
1811,2,Crawfor,230000
1294,3,OldTown,106250
2034,3,CollgCr,219500
1253,2,NAmes,157000
2514,4,Timber,250000
1154,3,NAmes,154000
1456,3,Gilbert,172785
1800,3,Gilbert,179000
1656,3,OldTown,135000
2365,3,NoRidge,337000
1436,3,CollgCr,210000
1062,3,Mitchel,146800
1466,3,OldTown,170000
1155,3,Sawyer,148000
1536,3,CollgCr,214000
971,3,CollgCr,128500
1003,3,Mitchel,142500
1504,3,CollgCr,203000
1920,4,NAmes,137000
1242,3,NWAmes,175500
2340,4,Crawfor,266500
1661,3,CollgCr,224900
1113,3,Edwards,148000
1230,3,BrkSide,121600
1279,3,Mitchel,171500
2668,3,NridgHt,412500
1208,2,IDOTRR,103000
1310,3,CollgCr,164990
2576,4,StoneBr,361919
936,2,OldTown,140000
1647,4,SWISU,128000
1220,2,CollgCr,194000
882,3,CollgCr,112500
1302,3,BrDale,106000
1442,3,Gilbert,180500
1561,2,NridgHt,277500
1204,2,Mitchel,162000
1378,3,OldTown,161000
848,1,CollgCr,149300
1525,3,CollgCr,235000
1235,2,NAmes,98600
1412,3,Gilbert,156932
2240,6,SawyerW,142953
2295,4,NoRidge,268000
1668,3,CollgCr,232000
1614,3,CollgCr,221500
866,2,OldTown,110500
1494,3,CollgCr,279500
1432,3,Gilbert,188500
1904,3,NridgHt,275000
1125,3,Edwards,125000
1072,2,Edwards,140000
1867,2,ClearCr,190000
1482,4,SWISU,140000
2376,4,NridgHt,325300
1048,3,NAmes,98300
1820,4,NAmes,201800
1200,2,Somerst,151000
2018,3,Timber,378500
996,3,Edwards,108000
848,1,CollgCr,136500
1761,3,Somerst,227875
1057,3,Sawyer,132000
1593,0,StoneBr,286000
1382,3,Somerst,165000
1391,2,Somerst,196000
1363,2,NAmes,164900
1459,3,CollgCr,192000
1652,2,StoneBr,251000
1026,3,CollgCr,147000
2640,4,OldTown,265979
1640,3,SawyerW,173000
1108,3,IDOTRR,139400
693,2,OldTown,52500
1203,3,BrkSide,110000
1572,3,Timber,186700
